"grdc_no","wmo_reg","sub_reg","river","station","country","lat","lon","area","altitude","d_start","d_end","d_yrs","d_miss","m_start","m_end","m_yrs","m_miss","t_start","t_end","t_yrs","lta_discharge","r_volume_yr","r_height_yr","miss"
4113300,4,4131,"RED RIVER","GRAND FORKS, N.D.","US",47.9275,-97.0281,77959,237.44,1882,2020,139,0.009908839,1904,2000,97,0,1882,2020,139,"93.616","2.952274176","37.86957473",0
4113301,4,4131,"RED RIVER","DRAYTON, ND","US",48.5722,-97.1476,90132,230.12,1936,2020,85,12.33200557,NA,NA,NA,NA,1936,2020,85,"142.356","4.489338816","49.80848995",0
4113302,4,4131,"RED RIVER","HALSTAD, MN","US",47.3519,-96.8437,56462,251.96,1961,2020,60,0,NA,NA,NA,NA,1961,2020,60,"79.081","2.493898416","44.1695019",0
4113303,4,4131,"RED RIVER","FARGO, ND","US",46.8611,-96.7837,17612,262.68,1901,2020,120,0,NA,NA,NA,NA,1901,2020,120,"24.33","0.76727088","43.5652328",0
4113304,4,4131,"RED RIVER","HICKSON, ND","US",46.6597,-96.7959,11137,267.33,1975,2020,46,0.187935738,NA,NA,NA,NA,1975,2020,46,"28.986","0.914102496","82.07798294",0
4113305,4,4131,"RED RIVER","WAHPETON, ND","US",46.2652,-96.5948,10385.9,287.42,1942,2021,80,0.413123558,NA,NA,NA,NA,1942,2021,80,"14.134","0.445729824","42.91682223",0
4113320,4,4131,"RED LAKE RIVER","FISHER, MN","US",47.8003,-96.809,14711.2,-999,1999,2020,22,0,NA,NA,NA,NA,1999,2020,22,"43.27","1.36456272","92.75672413",50.61
4113321,4,4131,"RED LAKE RIVER","CROOKSTON, MN","US",47.7755,-96.6095,13649.3,253.81,1901,2020,120,0,NA,NA,NA,NA,1901,2020,120,"34.774","1.096632864","80.34352414",0
4113361,4,4131,"SHEYENNE RIVER","NEAR COOPERSTOWN, ND","US",47.4328,-98.0276,16757.3,387.63,1944,2020,77,0,1944,2002,59,0.287356322,1944,2020,77,"5.428","0.171177408","10.21509479",0
4113362,4,4131,"SHEYENNE RIVER","VALLEY CITY, ND","US",46.9139,-98.0087,20227.9,365.54,1919,2002,84,52.99518017,NA,NA,NA,NA,1919,2002,84,"3.459","0.109083024","5.392701368",95.93
4113363,4,4131,"SHEYENNE RIVER","LISBON, ND","US",46.4469,-97.6763,21212.1,325.06,1956,2020,65,0,NA,NA,NA,NA,1956,2020,65,"8.814","0.277958304","13.10376172",0
4113364,4,4131,"SHEYENNE RIVER","NEAR KINDRED, ND","US",46.6316,-97.0006,22792,282.11,1949,2020,72,0.049986542,NA,NA,NA,NA,1949,2020,72,"9.989","0.315013104","13.82121376",0.41
4113365,4,4131,"SHEYENNE RIVER","WEST FARGO, ND","US",46.8911,-96.907,22973.3,267.37,1903,2020,118,19.99394264,NA,NA,NA,NA,1903,2020,118,"9.124","0.287734464","12.52473367",0
4113400,4,4131,"SOURIS RIVER","NEAR BANTRY, ND","US",48.5056,-100.4349,31857,435.12,1937,2021,85,0,NA,NA,NA,NA,1937,2021,85,"7.434","0.234438624","7.359092947",0
4113401,4,4131,"SOURIS RIVER","NEAR VERENDRYE, ND","US",48.1597,-100.7296,29267,446.49,1937,2021,85,0,NA,NA,NA,NA,1937,2021,85,"6.651","0.209745936","7.166636006",0
4113402,4,4131,"SOURIS RIVER","ABOVE MINOT, ND","US",48.2458,-101.3713,27454,471.14,1903,2021,119,0,NA,NA,NA,NA,1903,2021,119,"5.056","0.159446016","5.80775173",0
4113409,4,4131,"SOURIS RIVER","NEAR WESTHOPE, ND","US",48.9964,-100.9581,43771,427,1929,2019,91,0.461900829,NA,NA,NA,NA,1929,2019,91,"9.796","0.308926656","7.057792968",2.24
4114615,4,4144,"TURGEON, RIVIERE","EN AMONT DE LA RIVIERE HARRICANA","CA",49.9853,-79.0953,11200,-999,1968,2001,34,13.43417094,NA,NA,NA,NA,1968,2001,34,"189.817","5.986068912","534.4704386",51.63
4115100,4,4151,"WILLAMETTE RIVER","SALEM, OR","US",44.9443,-123.0429,18855.2,32.35,1909,2020,112,5.631857971,1909,2001,93,6.793478261,1909,2020,112,"654.548","20.64182573","1094.755066",0
4115101,4,4151,"WILLAMETTE RIVER","PORTLAND, OR","US",45.5185,-122.6679,29008,0.47,1972,2020,49,0,NA,NA,NA,NA,1972,2020,49,"930.342","29.33926531","1011.419792",0
4115200,4,4151,"COLUMBIA RIVER","THE DALLES, OR","US",45.6073,-121.1734,613830,-999,1878,2019,142,0,1878,2001,124,0,1878,2019,142,"5372.121","169.4152079","275.9969501",2.24
4115201,4,4151,"COLUMBIA RIVER","BEAVER ARMY TERMINAL NEAR QUINCY, OR","US",46.1815,-123.184,665371,-999,1968,2020,53,40.01774623,NA,NA,NA,NA,1968,2020,53,"6696.6","211.1839776","317.3928193",30.49
4115202,4,4151,"COLUMBIA RIVER","BELOW PRIEST RAPIDS DAM, WA","US",46.6287,-119.8648,248640,118.87,1917,2021,105,0,NA,NA,NA,NA,1917,2021,105,"3366.51","106.1662594","426.9878514",0
4115203,4,4151,"COLUMBIA RIVER","BELOW ROCK ISLAND DAM, WA","US",47.3324,-120.0812,231546,152.4,1961,2021,61,0.013652498,NA,NA,NA,NA,1961,2021,61,"3289.549","103.7392173","448.0285441",0
4115204,4,4151,"COLUMBIA RIVER","ROCKY REACH DAM, WA","US",47.5243,-120.3023,227402,-999,1960,2021,62,0.004537205,NA,NA,NA,NA,1960,2021,62,"3216.17","101.4251371","446.0169089",0
4115205,4,4151,"COLUMBIA RIVER","BELOW WELLS DAM, WA","US",47.9465,-119.8667,222999,213.36,1967,2021,55,0.005086729,NA,NA,NA,NA,1967,2021,55,"3154.588","99.48308717","446.114499",0
4115206,4,4151,"COLUMBIA RIVER","GRAND COULEE, WA","US",47.9654,-118.9828,193473,274.32,1923,2021,99,4.508402658,NA,NA,NA,NA,1923,2021,99,"3040.793","95.89444805","495.647703",0
4115220,4,4151,"JOHN DAY RIVER","SERVICE CREEK, OR","US",44.7937,-120.0067,13183,497.56,1929,2021,93,0,1929,2001,73,0,1929,2021,93,"54.634","1.722937824","130.6939106",0
4115221,4,4151,"JOHN DAY RIVER","MCDONALD FERRY, OREG","US",45.5876,-120.4095,19632.2,119.56,1904,2021,118,0.860767852,NA,NA,NA,NA,1904,2021,118,"57.937","1.827101232","93.06655556",2.44
4115226,4,4151,"CROOKED RIVER","BELOW OPAL SPRINGS NEAR CULVER, OR","US",44.4923,-121.2984,11137,595.46,1961,2021,61,0,NA,NA,NA,NA,1961,2021,61,"43.422","1.369356192","122.9555708",0
4115260,4,4151,"YAKIMA RIVER","KIONA, WA","US",46.2535,-119.4781,14542.9,138.5,1905,2021,117,15.58862496,NA,NA,NA,NA,1905,2021,117,"101.052","3.186775872","219.1293258",0.2
4115270,4,4151,"CRAB CREEK","NEAR BEVERLY, WA","US",46.8299,-119.8312,12535.6,152.4,1959,2021,63,0.403455686,NA,NA,NA,NA,1959,2021,63,"5.587","0.176191632","14.05530106",1.02
4115280,4,4151,"DESCHUTES RIVER","MOODY NEAR BIGGS, OR","US",45.6221,-120.9026,27195,51.07,1897,2021,125,5.259656748,NA,NA,NA,NA,1897,2021,125,"164.285","5.18089176","190.5089818",0
4115281,4,4151,"DESCHUTES RIVER","NEAR MADRAS, OR","US",44.726,-121.2484,20253.8,423.75,1923,2021,99,0.850897081,NA,NA,NA,NA,1923,2021,99,"129.233","4.075491888","201.2210987",0
4115300,4,4151,"OKANOGAN RIVER","NEAR TONASKET, WA","US",48.6324,-119.4617,18803.4,262.37,1911,2021,111,3.402952379,NA,NA,NA,NA,1911,2021,111,"84.069","2.651199984","140.9957765",0
4115301,4,4151,"OKANOGAN RIVER","MALOTT, WA","US",48.2813,-119.7045,20927.2,238.83,1965,2021,57,0.004938759,NA,NA,NA,NA,1965,2021,57,"87.504","2.759526144","131.8631324",0.2
4115320,4,4151,"KOOTENAY RIVER","LIBBY, MT","US",48.4008,-115.5532,26521.6,622.26,1910,1991,82,1.169511577,NA,NA,NA,NA,1910,1991,82,"340.585","10.74068856","404.9789063",71.34
4115321,4,4151,"KOOTENAY RIVER","NEAR COPELAND, ID","US",48.9119,-116.4174,34706,518.16,1929,1992,64,0,NA,NA,NA,NA,1929,1992,64,"439.884","13.87218182","399.705579",66.46
4115322,4,4151,"KOOTENAY RIVER","PORTHILL, ID","US",48.9963,-116.5085,35483,518.16,1928,2021,94,0,NA,NA,NA,NA,1928,2021,94,"447.354","14.10775574","397.5919664",0
4115331,4,4151,"FLATHEAD RIVER","PERMA, MT","US",47.3674,-114.5851,22779.1,752.64,1983,2020,38,0,NA,NA,NA,NA,1983,2020,38,"331.482","10.45361635","458.9126152",11.59
4115332,4,4151,"FLATHEAD RIVER","NEAR POISON, MT","US",47.6802,-114.2468,18378.6,820.74,1907,2021,115,0.365384615,NA,NA,NA,NA,1907,2021,115,"325.835","10.27553256","559.1031178",0
4115345,4,4151,"CLARK FORK","ST. REGIS, MT","US",47.3019,-115.0874,27736.3,792.59,1910,2021,112,4.511797808,NA,NA,NA,NA,1910,2021,112,"207.086","6.530664096","235.4554896",0
4115346,4,4151,"CLARK FORK","WHITEHORSE RAPIDS NEAR CABINET, ID","US",48.0916,-116.1177,57169.1,627.89,1928,2014,87,0,NA,NA,NA,NA,1928,2014,87,"621.599","19.60274606","342.8905836",13.01
4115347,4,4151,"CLARK FORK","NEAR PLAINS, MT","US",47.4297,-114.856,51691.2,746.49,1910,2020,111,0,NA,NA,NA,NA,1910,2020,111,"552.336","17.4184681","336.9716334",0
4115348,4,4151,"CLARK FORK","BELOW MISSOULA, MT","US",48.8691,-114.1268,23317.8,939.97,1929,2021,93,0,NA,NA,NA,NA,1929,2021,93,"152.387","4.805676432","206.0947616",0
4115349,4,4151,"CLARK FORK","ABOVE MISSOULA, MT","US",46.8771,-113.9323,15537.4,974.84,1929,2021,93,0,NA,NA,NA,NA,1929,2021,93,"83.888","2.645491968","170.2660656",0
4115400,4,4151,"SPOKANE RIVER","LONG LAKE, WA","US",47.8366,-117.8413,15591.8,395.94,1939,2020,82,0,NA,NA,NA,NA,1939,2020,82,"215.826","6.806288736","436.5300181",0
4115401,4,4151,"SPOKANE RIVER","SPOKANE, WA","US",47.6593,-117.4491,11111.1,517.25,1891,2020,130,0,NA,NA,NA,NA,1891,2020,130,"189.028","5.961187008","536.5073672",0
4115402,4,4151,"SPOKANE RIVER","GREENACRES, WA","US",47.6791,-117.158,10748.5,603.5,1948,2011,64,74.05319332,NA,NA,NA,NA,1948,2011,64,"166.587","5.253487632","488.7647236",70.53
4115600,4,4151,"COLUMBIA RIVER","INTERNATIONAL BOUNDARY (USA)","US",48.92,-117.78,154623,396,NA,NA,NA,NA,1965,1984,20,5,1965,1984,20,"2878.039","90.7618379","586.9879507",85.37
4115700,4,4151,"PEND OREILLE RIVER","NEWPORT, WA","US",48.18,-117.03,62678,610,NA,NA,NA,NA,1965,1984,20,20,1965,1984,20,"772.794","24.37083158","388.8259291",95.12
4116181,4,4161,"SNAKE RIVER","NEAR ANATONE, WA","US",46.0971,-116.9776,240766.4,245.97,1958,2021,64,0,1958,2001,44,0,1958,2021,64,"971.587","30.63996763","127.2601477",0
4116182,4,4161,"SNAKE RIVER","BELOW ICE HARBOR DAM, WA","US",46.2504,-118.8831,281015,91.44,1912,2000,89,58.52467177,NA,NA,NA,NA,1912,2000,89,"1572.352","49.58569267","176.4521206",59.15
4116183,4,4161,"SNAKE RIVER","HELLS CANYON DAM (ID-OR STATE LINE)","US",45.2513,-116.6982,189847,426.72,1965,2020,56,0,NA,NA,NA,NA,1965,2020,56,"540.761","17.0534389","89.82727615",0
4116184,4,4161,"SNAKE RIVER","WEISER, ID","US",44.2454,-116.981,179228,636.01,1910,2021,112,0,NA,NA,NA,NA,1910,2021,112,"496.391","15.65418658","87.34230464",0
4116185,4,4161,"SNAKE RIVER","NYSSA, OR","US",43.8766,-116.9849,152033,661.42,1974,2021,48,5.114337781,NA,NA,NA,NA,1974,2021,48,"350.343","11.04841685","72.67117565",5.89
4116186,4,4161,"SNAKE RIVER","NEAR MURPHY, ID","US",43.2918,-116.4209,108521,692.25,1912,2021,110,0.735257215,NA,NA,NA,NA,1912,2021,110,"298.918","9.426678048","86.86501274",0
4116187,4,4161,"SNAKE RIVER","KING HILL, ID","US",43.0021,-115.2026,92722,759.65,1909,2020,112,0,NA,NA,NA,NA,1909,2020,112,"294.753","9.295330608","100.2494619",0
4116188,4,4161,"SNAKE RIVER","HOWELLS FERRY NEAR MINIDOKA, ID","US",42.6731,-113.5003,40663,1259.49,1910,2021,112,0.051638921,NA,NA,NA,NA,1910,2021,112,"183.32","5.78117952","142.172971",0
4116189,4,4161,"SNAKE RIVER","NEELEY, ID","US",42.7682,-112.8792,35224,1292.84,1907,2021,115,0.307581401,NA,NA,NA,NA,1907,2021,115,"212.685","6.70723416","190.4165955",0
4116190,4,4161,"SNAKE RIVER","NEAR SHELLEY, ID","US",43.4138,-112.1355,25356,1401.78,1915,2021,107,7.504893376,NA,NA,NA,NA,1915,2021,107,"166.619","5.254496784","207.2289314",0
4116191,4,4161,"SNAKE RIVER","NEAR IRWIN, ID","US",43.3508,-111.2191,13532.8,1631.59,1935,2021,87,13.15806205,NA,NA,NA,NA,1935,2021,87,"183.209","5.777679024","426.9389205",0
4116300,4,4161,"CLEARWATER RIVER","SPALDING, ID","US",46.4485,-116.8274,24786.3,234.85,1910,2021,112,10.8086785,NA,NA,NA,NA,1910,2021,112,"429.408","13.54181069","546.3425638",0
4116301,4,4161,"CLEARWATER RIVER","OROFINO, ID","US",46.4785,-116.2574,14452.2,301.996,1930,2021,92,28.64595899,NA,NA,NA,NA,1930,2021,92,"247.843","7.815976848","540.815713",0.2
4116330,4,4161,"SALMON RIVER","WHITE BIRD, ID","US",45.7503,-116.3239,35094.5,430.58,1910,2021,112,1.804270023,NA,NA,NA,NA,1910,2021,112,"315.101","9.937025136","283.1504975",0.2
4116331,4,4161,"SALMON RIVER","NEAR SHOUP, ID","US",45.3222,-114.4411,16239.3,961.25,1944,2021,78,27.4026438,NA,NA,NA,NA,1944,2021,78,"83.004","2.617614144","161.1900848",51.22
4116335,4,4161,"SALMON RIVER","AT MOUTH NEAR SHOUP, ID (MIDDLE FORK)","US",45.2936,-114.5964,18983.8,926.59,1993,2021,29,0.059790732,1993,2001,9,0,1993,2021,29,"82.488","2.601341568","137.0295498",35.98
4116450,4,4161,"OWYHEE RIVER","BELOW OWYHEE DAM, OR","US",43.6546,-117.2554,28904.4,714.35,1929,2021,93,0,NA,NA,NA,NA,1929,2021,93,"11.1","0.3500496","12.11059908",0
4116451,4,4161,"OWYHEE RIVER","NEAR ROME, OR","US",42.8671,-117.6488,20720,1019.31,1949,2021,73,0,NA,NA,NA,NA,1949,2021,73,"25.23","0.79565328","38.40025483",0
4118410,4,4180,"HUMBOLDT RIVER","PALISADE, NV","US",40.6074,-116.2017,13087.8,1470.83,1902,2021,120,4.051128512,NA,NA,NA,NA,1902,2021,120,"11.142","0.351374112","26.84745427",0
4118440,4,4180,"HUMBOLDT RIVER","NEAR IMLAY, NV","US",40.6924,-118.2043,40155.2,1258.82,1935,2021,87,3.846885703,1965,1984,20,0,1935,2021,87,"7.588","0.239295168","5.959257282",0
4118850,4,4182,"SEVIER RIVER","JUAB, UT","US",39.3747,-112.0396,13377.4,1505.71,1911,2021,111,0,1965,1984,20,0,1911,2021,111,"7.068","0.222896448","16.66216514",0
4119080,4,4191,"SAINT CROIX RIVER","ST. CROIX FALLS, WI","US",45.4069,-92.6472,16161.6,210.29,1902,2020,119,3.822566515,NA,NA,NA,NA,1902,2020,119,"127.592","4.023741312","248.9692426",0
4119100,4,4191,"MISSISSIPPI RIVER","ST.PAUL, MN","US",44.9336,-93.1058,95312,208.37,1892,2020,129,1.673408559,NA,NA,NA,NA,1892,2020,129,"363.812","11.47317523","120.374929",0
4119101,4,4191,"MISSISSIPPI RIVER","AITKIN, MN","US",46.5405,-93.7075,15902.6,360.4,1945,2021,77,0,NA,NA,NA,NA,1945,2021,77,"83.976","2.648267136","166.5304501",0
4119200,4,4191,"ROCK RIVER","NEAR JOSLIN, IL","US",41.5598,-90.1821,24731.9,171.93,1939,2021,83,0,NA,NA,NA,NA,1939,2021,83,"206.538","6.513382368","263.3595627",0
4119250,4,4191,"IOWA RIVER","WAPELLO, IA","US",41.1781,-91.1821,32375,164.03,1914,2021,108,0,NA,NA,NA,NA,1914,2021,108,"238.612","7.524868032","232.4283562",0
4119260,4,4191,"CEDAR RIVER","CEDAR RAPIDS, IA","US",41.9706,-91.6671,16860.9,213.5,1902,2021,120,0,NA,NA,NA,NA,1902,2021,120,"119.944","3.782553984","224.3387947",0
4119261,4,4191,"CEDAR RIVER","WATERLOO, IA","US",42.4955,-92.3344,13328.1,251.2,1940,2021,82,0,NA,NA,NA,NA,1940,2021,82,"107.154","3.379208544","253.5401553",0
4119264,4,4191,"CEDAR RIVER","NEAR CONESVILLE, IA","US",41.41,-91.2852,20168.3,177.38,1939,2021,83,0,NA,NA,NA,NA,1939,2021,83,"165.801","5.228700336","259.2533994",0
4119270,4,4191,"SKUNK RIVER","AUGUSTA, IA","US",40.7536,-91.2779,11168.1,158.87,1913,2021,109,0.809726876,NA,NA,NA,NA,1913,2021,109,"79.696","2.513293056","225.0421339",0
4119280,4,4191,"DES MOINES RIVER","KEOSAUQUA, IA","US",40.7278,-91.9596,36358.4,166.84,1903,2021,119,3.590776497,NA,NA,NA,NA,1903,2021,119,"205.064","6.466898304","177.865316",0
4119281,4,4191,"DES MOINES RIVER","NEAR STRATFORD, IA","US",42.2511,-93.998,14120.7,272.49,1920,2021,102,0.005400151,NA,NA,NA,NA,1920,2021,102,"73.462","2.316697632","164.0639368",0.2
4119282,4,4191,"DES MOINES RIVER","FORT DODGE, IA","US",42.5061,-94.2014,10852.1,295.47,1905,2021,117,22.75871806,NA,NA,NA,NA,1905,2021,117,"58.284","1.838044224","169.3722159",0.2
4119300,4,4191,"MISSISSIPPI RIVER","KEOKUK, IA","US",40.3937,-91.3743,308210,145.52,1878,2020,143,0.001917031,NA,NA,NA,NA,1878,2020,143,"1980.391","62.45361058","202.6333038",0.2
4119310,4,4191,"KANKAKEE RIVER","NEAR WILMINGTON, IL","US",41.3467,-88.1864,13338.5,155.71,1914,2021,108,1.422748596,NA,NA,NA,NA,1914,2021,108,"132.568","4.180664448","313.4283801",0.41
4119400,4,4191,"ILLINOIS RIVER","VALLEY CITY","US",39.7034,-90.6454,69267,127.41,1938,2021,84,0,NA,NA,NA,NA,1938,2021,84,"679.508","21.42896429","309.3675818",0
4119401,4,4191,"ILLINOIS RIVER","HENRY, IL","US",41.1073,-89.3565,35076.4,129.81,1981,2021,41,0,NA,NA,NA,NA,1981,2021,41,"449.211","14.1663181","403.8703543",6.71
4119410,4,4191,"SANGAMON RIVER","NEAR OAKFORD, IL","US",40.1239,-89.9851,13190.9,138.04,1909,2021,113,14.5362365,NA,NA,NA,NA,1909,2021,113,"103.59","3.26681424","247.6566603",0
4119440,4,4191,"CHIPPEWA RIVER","DURAND, WI","US",44.6283,-91.9691,23335.9,211.71,1928,2020,93,0,NA,NA,NA,NA,1928,2020,93,"223.876","7.060153536","302.5447288",0
4119441,4,4191,"CHIPPEWA RIVER","CHIPPEWA FALLS, WI","US",44.9269,-91.4093,14633.5,243.37,1888,2020,133,8.254926694,NA,NA,NA,NA,1888,2020,133,"144.712","4.563637632","311.8623454",7.32
4119450,4,4191,"WISCONSIN RIVER","MUSCODA,, WI","US",43.198,-90.4435,26936,203.23,1913,2020,108,0,NA,NA,NA,NA,1913,2020,108,"251.639","7.935687504","294.6126932",0
4119451,4,4191,"WISCONSIN RIVER","WISCONSIN DELLS, WI","US",43.6061,-89.7571,20953.1,244.29,1934,2020,87,0,NA,NA,NA,NA,1934,2020,87,"194.629","6.137820144","292.9313631",0
4119452,4,4191,"WISCONSIN RIVER","WISCONSIN RAPIDS, WI","US",44.3947,-89.8254,14037.8,304.8,1914,2020,107,7.428630162,NA,NA,NA,NA,1914,2020,107,"139.115","4.38713064","312.5226631",1.22
4119453,4,4191,"WISCONSIN RIVER","ROTHSCHILD, WI","US",44.8858,-89.6348,10411.8,343.16,1944,2020,77,5.326658503,NA,NA,NA,NA,1944,2020,77,"103.835","3.27454056","314.5028295",23.58
4119460,4,4191,"MINNESOTA RIVER","NEAR JORDAN, MN","US",44.693,-93.6419,41958,210.31,1934,2020,87,0,NA,NA,NA,NA,1934,2020,87,"150.494","4.745978784","113.1126075",0
4119461,4,4191,"MINNESOTA RIVER","MONTEVIDEO, MN","US",44.9333,-95.7336,16006.2,277.1,1909,2019,111,3.225165234,NA,NA,NA,NA,1909,2019,111,"29.823","0.940498128","58.75836413",0.61
4119650,4,4191,"MISSISSIPPI RIVER","CLINTON, IA","US",41.7806,-90.2521,221704,171.51,1873,2021,149,0.116535025,1965,1984,20,5,1873,2021,149,"1435.496","45.26980186","204.1902801",0
4119800,4,4191,"MISSISSIPPI RIVER","ALTON, ILL.","US",38.885,-90.1809,444185,-999,1933,1987,55,3.04933186,1927,1984,58,5.531295488,1927,1987,61,"2999.722","94.59923299","212.972597",78.66
4120110,4,4201,"TONGUE RIVER","MILES CITY, MT","US",46.3847,-105.8453,13931.6,719.33,1938,2021,84,4.716079491,NA,NA,NA,NA,1938,2021,84,"11.605","0.36597528","26.26943639",0
4120120,4,4201,"BIGHORN RIVER","ABOVE TULLOCK CREEK NEAR BIGHORN, MT","US",46.1247,-107.469,58052.3,822.96,1945,2021,77,0,NA,NA,NA,NA,1945,2021,77,"106.25","3.3507","57.71864336",0
4120121,4,4201,"BIGHORN RIVER","KANE, WY","US",44.7586,-108.1815,40823.6,1115.57,1928,2021,94,0.323317415,NA,NA,NA,NA,1928,2021,94,"61.658","1.944446688","47.63045611",0
4120200,4,4201,"MILK RIVER","NASHUA, MT","US",48.1297,-106.3645,57839.9,618.06,1939,2021,83,0,NA,NA,NA,NA,1939,2021,83,"19.32","0.60927552","10.53382734",0
4120201,4,4201,"MILK RIVER","NEAR DODSON, MT","US",48.4031,-108.2937,28987.3,685.8,1982,2021,40,41.72616102,NA,NA,NA,NA,1982,2021,40,"4.665","0.14711544","5.075168781",47.97
4120202,4,4201,"MILK RIVER","HAVRE, MT","US",48.5639,-109.6958,14983.2,751.41,1898,2021,124,27.01004745,NA,NA,NA,NA,1898,2021,124,"10.923","0.344467728","22.9902643",3.46
4120310,4,4201,"MARIAS RIVER","NEAR LOMA, MT","US",47.9464,-110.5805,18117.1,783.34,1959,2021,63,60.22692155,NA,NA,NA,NA,1959,2021,63,"27.091","0.854341776","47.15665178",75.2
4120320,4,4201,"MUSSELSHELL RIVER","MOSBY, MT","US",46.9947,-107.889,20321.1,760.14,1929,2021,93,1.728874291,NA,NA,NA,NA,1929,2021,93,"8.284","0.261244224","12.85581115",0
4120321,4,4201,"MUSSELSHELL RIVER","NEAR ROUNDUP, MT","US",46.428,-108.5726,10419.6,971.75,1946,2021,76,0,NA,NA,NA,NA,1946,2021,76,"5.985","0.18874296","18.11422319",0
4120330,4,4201,"JEFFERSON RIVER","NEAR THREE FORKS, MT","US",45.8977,-111.5966,24687.9,1242.6,1978,2020,43,2.381417138,NA,NA,NA,NA,1978,2020,43,"55.049","1.736025264","70.31887135",2.64
4120331,4,4201,"JEFFERSON RIVER","NEAR TWIN BRIDGES, MT","US",45.6138,-112.33,19766.9,1389.89,1940,2021,82,44.06446141,NA,NA,NA,NA,1940,2021,82,"50.424","1.590171264","80.44616323",37.4
4120900,4,4201,"MISSOURI RIVER","NEAR CULBERTSON, MT","US",48.125,-104.4727,237132.6,574.06,1941,2021,81,7.805611565,1965,1984,20,5,1941,2021,81,"285.774","9.012168864","38.00476554",0
4120902,4,4201,"MISSOURI RIVER","VIRGELLE, MT","US",48.005,-110.2577,89041.6,764.29,1935,2021,87,0,NA,NA,NA,NA,1935,2021,87,"233.384","7.359997824","82.65796913",0
4120903,4,4201,"MISSOURI RIVER","TOSTON, MT","US",46.146,-111.4205,37992.7,1190.45,1890,2021,132,33.4438467,NA,NA,NA,NA,1890,2021,132,"143.607","4.528790352","119.2015927",0
4120950,4,4201,"YELLOWSTONE RIVER","NEAR SIDNEY, MT","US",47.6784,-104.1566,178925,573.42,1910,2021,112,1.810346963,1965,1984,20,0,1910,2021,112,"355.519","11.21164718","62.66115514",0
4120951,4,4201,"YELLOWSTONE RIVER","BILLINGS, MT","US",45.8,-108.4674,30575,939.2,1904,2021,118,19.63997662,NA,NA,NA,NA,1904,2021,118,"198.909","6.272794224","205.1608904",0.2
4120956,4,4201,"WIND RIVER","BELOW BOYSEN RESERVOIRE, WY","US",43.425,-108.179,19945.6,1404.69,1951,2016,66,0,NA,NA,NA,NA,1951,2016,66,"38.362","1.209784032","60.65418097",9.55
4121100,4,4211,"LITTLE MISSOURI RIVER","NEAR WATFORD CITY, ND","US",47.5958,-103.262,21522.9,587.97,1934,2020,87,0.003180156,NA,NA,NA,NA,1934,2020,87,"15.552","0.490447872","22.78725785",0.2
4121101,4,4211,"LITTLE MISSOURI RIVER","MARMARTH, ND","US",46.2978,-103.9175,12017.6,818.79,1938,2021,84,0,NA,NA,NA,NA,1938,2021,84,"9.064","0.285842304","23.78530688",0
4121120,4,4211,"CANNONBALL RIVER","BREIEN, ND","US",46.3761,-100.9344,10619,510.1,1934,2021,88,0,NA,NA,NA,NA,1934,2021,88,"7.073","0.223054128","21.00519145",0
4121131,4,4211,"MOREAU RIVER","NEAR WHITEHORSE, SD","US",45.2558,-100.8429,12639.2,506.42,1954,2020,67,0.008252868,NA,NA,NA,NA,1954,2020,67,"8.249","0.260140464","20.58203557",0.41
4121140,4,4211,"CHEYENNE RIVER","EDGEMONT, SD","US",43.3055,-103.821,18500.4,1040.76,1903,2020,118,31.69900306,NA,NA,NA,NA,1903,2020,118,"2.314","0.072974304","3.944471687",0
4121141,4,4211,"CHEYENNE RIVER","NEAR PLAINVIEW, SD","US",44.5317,-101.9302,56047.6,569.37,1950,2020,71,25.71964956,NA,NA,NA,NA,1950,2020,71,"21.59","0.68086224","12.14792855",44.31
4121142,4,4211,"CHEYENNE RIVER","NEAR WASTA, SD","US",44.0811,-102.4013,33152,689.01,1914,2020,107,14.07504971,NA,NA,NA,NA,1914,2020,107,"10.672","0.336552192","10.15179151",0
4121146,4,4211,"BELLE FOURCHE RIVER","NEAR ELM SPRINGS","US",44.3697,-102.566,18673.9,661.9,1928,2020,93,2.885586924,NA,NA,NA,NA,1928,2020,93,"11.197","0.353108592","18.9092044",0
4121147,4,4211,"BELLE FOURCHE RIVER","NEAR FRUITDALE, SD","US",44.6908,-103.7377,11758.6,891.54,1945,2020,76,0,NA,NA,NA,NA,1945,2020,76,"3.108","0.098013888","8.335506608",0
4121160,4,4211,"WHITE RIVER","NEAR OACOMA, SD","US",43.7483,-99.5565,26418,419.8,1928,2020,93,0,NA,NA,NA,NA,1928,2020,93,"17.571","0.554119056","20.97505701",0
4121161,4,4211,"WHITE RIVER","NEAR KADOKA, SD","US",43.7525,-101.5249,12950,646.84,1942,2020,79,0,NA,NA,NA,NA,1942,2020,79,"8.211","0.258942096","19.99552865",0
4121300,4,4211,"JAMES RIVER","NEAR SCOTLAND, SD","US",43.1858,-97.6356,53491.3,356.01,1928,2021,94,0,NA,NA,NA,NA,1928,2021,94,"24.771","0.781178256","14.60383756",0
4121301,4,4211,"JAMES RIVER","NEAR FORESTBURG, SD","US",43.9739,-98.0709,45558.1,368.3,1950,2021,72,0,NA,NA,NA,NA,1950,2021,72,"21.725","0.6851196","15.03837078",0
